,class
28450,1
28451,2
28452,1
28453,1
28454,1
28455,1
28456,1
28457,1
28458,1
28459,2
28460,3
28461,3
28462,1
28463,1
28464,1
28465,2
28466,2
28467,1
28468,1
28469,1
28470,1
28471,1
28472,1
28473,3
28474,1
28475,1
28476,2
28477,3
28478,3
28479,1
28480,1
28481,1
28482,1
28483,1
28484,2
28485,2
28486,3
28487,3
28488,2
28489,2
28490,1
28491,1
28492,1
28493,1
28494,2
28495,3
28496,2
28497,1
28498,3
28499,2
28500,3
28501,3
28502,1
28503,3
28504,1
28505,1
28506,1
28507,1
28508,2
28509,1
28510,1
28511,1
28512,1
28513,2
28514,3
28515,3
28516,1
28517,1
28518,1
28519,3
28520,3
28521,1
28522,1
28523,1
28524,3
28525,3
28526,2
28527,2
28528,2
28529,2
28530,1
28531,1
28532,2
28533,2
28534,2
28535,3
28536,3
28537,1
28538,1
28539,1
28540,1
28541,1
28542,1
28543,1
28544,1
28545,1
28546,1
28547,1
28548,1
28549,1
28550,1
28551,1
28552,1
28553,3
28554,2
28555,2
28556,1
28557,1
28558,3
28559,1
28560,3
28561,2
28562,1
28563,2
28564,2
28565,3
28566,2
28567,1
28568,1
28569,2
28570,2
28571,2
28572,2
28573,2
28574,2
28575,3
28576,3
28577,1
28578,1
28579,1
28580,1
28581,1
28582,1
28583,1
28584,1
28585,1
28586,1
28587,1
28588,3
28589,2
28590,1
28591,1
28592,2
28593,1
28594,1
28595,3
28596,2
28597,2
28598,1
28599,2
28600,1
28601,1
28602,1
28603,2
28604,1
28605,3
28606,1
28607,2
28608,1
28609,1
28610,3
28611,1
28612,3
28613,1
28614,1
28615,1
28616,1
28617,1
28618,3
28619,1
28620,3
28621,2
28622,1
28623,1
28624,2
28625,2
28626,2
28627,1
28628,1
28629,3
28630,1
28631,1
28632,1
28633,1
28634,1
28635,1
28636,2
28637,2
28638,1
28639,2
28640,1
28641,1
28642,3
28643,1
28644,1
28645,1
28646,1
28647,1
28648,1
28649,3
28650,1
28651,3
28652,2
28653,1
28654,3
28655,3
28656,2
28657,1
28658,1
28659,1
28660,3
28661,3
28662,2
28663,1
28664,1
28665,2
28666,3
28667,2
28668,1
28669,3
28670,1
28671,1
28672,1
28673,1
28674,3
28675,2
28676,2
28677,2
28678,2
28679,2
28680,3
28681,3
28682,3
28683,3
28684,2
28685,1
28686,1
28687,1
28688,1
28689,2
28690,1
28691,1
28692,1
28693,1
28694,1
28695,1
28696,2
28697,1
28698,1
28699,1
28700,1
28701,1
28702,2
28703,1
28704,3
28705,1
28706,3
28707,3
28708,3
28709,2
28710,1
28711,1
28712,1
28713,1
28714,1
28715,2
28716,3
28717,1
28718,1
28719,1
28720,3
28721,2
28722,1
28723,1
28724,1
28725,1
28726,1
28727,2
28728,3
28729,1
28730,3
28731,3
28732,3
28733,1
28734,1
28735,2
28736,1
28737,1
28738,3
28739,1
28740,3
28741,1
28742,1
28743,3
28744,2
28745,1
28746,2
28747,2
28748,3
28749,2
28750,2
28751,1
28752,3
28753,3
28754,2
28755,3
28756,2
28757,1
28758,3
28759,1
28760,2
28761,2
28762,3
28763,2
28764,1
28765,1
28766,1
28767,2
28768,3
28769,1
28770,3
28771,1
28772,1
28773,1
28774,1
28775,3
28776,1
28777,1
28778,1
28779,1
28780,1
28781,1
28782,1
28783,2
28784,1
28785,1
28786,1
28787,1
28788,1
28789,1
28790,1
28791,3
28792,3
28793,1
28794,2
28795,3
28796,1
28797,1
28798,1
28799,1
28800,3
28801,3
28802,3
28803,3
28804,3
28805,3
28806,1
28807,1
28808,2
28809,2
28810,2
28811,3
28812,2
28813,2
28814,1
28815,1
28816,1
28817,1
28818,1
28819,1
28820,1
28821,1
28822,1
28823,1
28824,1
28825,3
28826,1
28827,1
28828,1
28829,1
28830,2
28831,3
28832,1
28833,1
28834,1
28835,1
28836,1
28837,1
28838,1
28839,2
28840,1
28841,3
28842,1
28843,1
28844,1
28845,1
28846,1
28847,1
28848,1
28849,1
28850,1
28851,2
28852,2
28853,2
28854,2
28855,2
28856,2
28857,1
28858,1
28859,1
28860,3
28861,2
28862,2
28863,1
28864,1
28865,3
28866,3
28867,1
28868,2
28869,1
28870,1
28871,1
28872,3
28873,2
28874,1
28875,1
28876,1
28877,1
28878,1
28879,1
28880,1
28881,1
28882,3
28883,1
28884,1
28885,1
28886,2
28887,1
28888,1
28889,3
28890,2
28891,3
28892,1
28893,2
28894,2
28895,2
28896,3
28897,3
28898,1
28899,3
28900,3
28901,1
28902,1
28903,1
28904,1
28905,2
28906,1
28907,2
28908,1
28909,2
28910,1
28911,2
28912,1
28913,1
28914,1
28915,1
28916,1
28917,1
28918,2
28919,1
28920,1
28921,1
28922,3
28923,2
28924,1
28925,1
28926,2
28927,1
28928,1
28929,1
28930,2
28931,2
28932,1
28933,1
28934,1
28935,1
28936,3
28937,1
28938,1
28939,2
28940,2
28941,3
28942,2
28943,1
28944,1
28945,1
28946,1
28947,3
28948,1
28949,1
28950,1
28951,1
28952,1
28953,1
28954,2
28955,3
28956,3
28957,2
28958,2
28959,1
28960,3
28961,1
28962,3
28963,1
28964,2
28965,1
28966,2
28967,2
28968,2
28969,1
28970,1
28971,1
28972,2
28973,3
28974,3
28975,3
28976,1
28977,1
28978,1
28979,1
28980,2
28981,1
28982,1
28983,1
28984,1
28985,1
28986,1
28987,1
28988,1
28989,1
28990,1
28991,1
28992,1
28993,1
28994,2
28995,1
28996,1
28997,1
28998,3
28999,3
29000,1
29001,1
29002,1
29003,2
29004,3
29005,3
29006,2
29007,2
29008,1
29009,1
29010,2
29011,1
29012,1
29013,1
29014,2
29015,2
29016,1
29017,3
29018,1
29019,2
29020,3
29021,1
29022,1
29023,1
29024,1
29025,2
29026,1
29027,1
29028,1
29029,1
29030,3
29031,1
29032,1
29033,3
29034,1
29035,3
29036,2
29037,2
29038,2
29039,3
29040,2
29041,2
29042,1
29043,1
29044,3
29045,1
29046,1
29047,1
29048,1
29049,1
29050,2
29051,2
29052,2
29053,1
29054,1
29055,1
29056,1
29057,3
29058,1
29059,1
29060,3
29061,2
29062,1
29063,1
29064,1
29065,3
29066,1
29067,1
29068,2
29069,3
29070,1
29071,1
29072,1
29073,1
29074,1
29075,3
29076,3
29077,1
29078,1
29079,3
29080,3
29081,1
29082,1
29083,3
29084,2
29085,1
29086,2
29087,1
29088,1
29089,1
29090,1
29091,1
29092,2
29093,1
29094,1
29095,3
29096,1
29097,2
29098,3
29099,1
29100,2
29101,2
29102,2
29103,3
29104,2
29105,1
29106,1
29107,3
29108,3
29109,2
29110,3
29111,3
29112,1
29113,2
29114,1
29115,1
29116,2
29117,2
29118,1
29119,1
29120,1
29121,1
29122,1
29123,1
29124,1
29125,1
29126,1
29127,1
29128,1
29129,1
29130,2
29131,1
29132,1
29133,2
29134,1
29135,1
29136,2
29137,1
29138,1
29139,1
29140,1
29141,1
29142,3
29143,1
29144,3
29145,1
29146,1
29147,3
29148,1
29149,1
29150,1
29151,1
29152,2
29153,2
29154,1
29155,1
29156,1
29157,1
29158,1
29159,3
29160,1
29161,1
29162,1
29163,1
29164,1
29165,1
29166,3
29167,2
29168,3
29169,1
29170,3
29171,2
29172,2
29173,2
29174,1
29175,1
29176,3
29177,1
29178,2
29179,3
29180,1
29181,1
29182,1
29183,1
29184,3
29185,1
29186,1
29187,3
29188,1
29189,1
29190,1
29191,1
29192,2
29193,1
29194,1
29195,3
29196,2
29197,3
29198,1
29199,1
29200,1
29201,1
29202,1
29203,2
29204,1
29205,1
29206,1
29207,2
29208,2
29209,1
29210,1
29211,3
29212,1
29213,1
29214,1
29215,3
29216,1
29217,1
29218,3
29219,3
29220,2
29221,2
29222,2
29223,2
29224,1
29225,3
29226,1
29227,1
29228,1
29229,1
29230,1
29231,1
29232,1
29233,1
29234,1
29235,2
29236,2
29237,2
29238,1
29239,1
29240,1
29241,1
29242,1
29243,1
29244,1
29245,1
29246,2
29247,1
29248,2
29249,1
29250,1
29251,1
29252,1
29253,2
29254,3
29255,1
29256,2
29257,3
29258,3
29259,3
29260,1
29261,1
29262,1
29263,1
29264,3
29265,1
29266,1
29267,2
29268,1
29269,1
29270,2
29271,1
29272,1
29273,1
29274,2
29275,3
29276,1
29277,1
29278,1
29279,1
29280,2
29281,1
29282,2
29283,2
29284,3
29285,1
29286,3
29287,1
29288,1
29289,2
29290,1
29291,1
29292,1
29293,1
29294,3
29295,1
29296,2
29297,1
29298,1
29299,3
29300,3
29301,2
29302,2
29303,1
29304,3
29305,1
29306,1
29307,3
29308,2
29309,3
29310,3
29311,2
29312,1
29313,1
29314,1
29315,1
29316,1
29317,1
29318,1
29319,1
29320,1
29321,1
29322,3
29323,1
29324,3
29325,2
29326,3
29327,3
29328,1
29329,2
29330,1
29331,1
29332,1
29333,1
29334,1
29335,1
29336,1
29337,1
29338,1
29339,1
29340,1
29341,2
29342,1
29343,3
29344,1
29345,1
29346,1
29347,3
29348,1
29349,2
29350,1
29351,2
29352,3
29353,3
29354,1
29355,2
29356,3
29357,2
29358,1
29359,2
29360,1
29361,1
29362,3
29363,1
29364,1
29365,1
29366,3
29367,1
29368,2
29369,2
29370,1
29371,2
29372,1
29373,1
29374,3
29375,1
29376,1
29377,1
29378,3
29379,3
29380,1
29381,1
29382,1
29383,1
29384,2
29385,3
29386,3
29387,1
29388,1
29389,3
29390,1
29391,1
29392,2
29393,3
29394,1
29395,1
29396,1
29397,1
29398,1
29399,1
29400,3
29401,2
29402,1
29403,1
29404,2
29405,1
29406,1
29407,1
29408,1
29409,1
29410,2
29411,1
29412,1
29413,2
29414,1
29415,2
29416,1
29417,1
29418,1
29419,1
29420,1
29421,1
29422,1
29423,3
29424,1
29425,3
29426,1
29427,1
29428,1
29429,1
29430,2
29431,1
29432,2
29433,1
29434,1
29435,1
29436,1
29437,2
29438,2
29439,1
29440,3
29441,2
29442,3
29443,1
29444,1
29445,1
29446,1
29447,1
29448,1
29449,1
29450,3
29451,2
29452,1
29453,1
29454,1
29455,3
29456,2
29457,3
29458,1
29459,1
29460,2
29461,3
29462,1
29463,3
29464,1
29465,1
29466,1
29467,1
29468,1
29469,3
29470,2
29471,2
29472,1
29473,1
29474,1
29475,1
29476,1
29477,1
29478,1
29479,1
29480,1
29481,1
29482,3
29483,3
29484,1
29485,1
29486,1
29487,1
29488,1
29489,1
29490,1
29491,3
29492,1
29493,2
29494,2
29495,3
29496,3
29497,3
29498,2
29499,2
29500,3
29501,3
29502,2
29503,3
29504,1
29505,1
29506,2
29507,2
29508,1
29509,1
29510,3
29511,1
29512,2
29513,3
29514,3
29515,1
29516,2
29517,1
29518,2
29519,1
29520,1
29521,1
29522,1
29523,1
29524,1
29525,1
29526,2
29527,2
29528,1
29529,1
29530,2
29531,3
29532,1
29533,2
29534,1
29535,1
29536,1
29537,1
29538,1
29539,1
29540,2
29541,1
29542,2
29543,1
29544,1
29545,2
29546,1
29547,3
29548,2
29549,3
29550,3
29551,2
29552,3
29553,1
29554,3
29555,3
29556,1
29557,3
29558,1
29559,1
29560,1
29561,1
29562,1
29563,1
29564,1
29565,1
29566,2
29567,3
29568,3
29569,1
29570,1
29571,3
29572,2
29573,1
29574,1
29575,1
29576,1
29577,1
29578,1
29579,3
29580,2
29581,1
29582,1
29583,1
29584,1
29585,1
29586,3
29587,1
29588,1
29589,1
29590,1
29591,1
29592,1
29593,1
29594,2
29595,1
29596,1
29597,3
29598,1
29599,3
29600,1
29601,1
29602,1
29603,1
29604,1
29605,1
29606,1
29607,1
29608,1
29609,2
29610,3
29611,2
29612,3
29613,1
29614,3
29615,2
29616,1
29617,1
29618,1
29619,1
29620,1
29621,1
29622,1
29623,1
29624,1
29625,1
29626,1
29627,1
29628,3
29629,1
29630,1
29631,3
29632,1
29633,1
29634,1
29635,2
29636,2
29637,1
29638,3
29639,3
29640,2
29641,1
29642,3
29643,3
29644,2
29645,1
29646,2
29647,1
29648,1
29649,2
29650,2
29651,1
29652,1
29653,1
29654,1
29655,2
29656,2
29657,2
29658,1
29659,1
29660,3
29661,3
29662,2
29663,2
29664,1
29665,3
29666,1
29667,1
29668,1
29669,2
29670,1
29671,1
29672,1
29673,2
29674,2
29675,1
29676,1
29677,1
29678,1
29679,1
29680,3
29681,1
29682,1
29683,1
29684,3
29685,1
29686,1
29687,1
29688,1
29689,1
29690,1
29691,1
29692,1
29693,1
29694,3
29695,1
29696,1
29697,1
29698,1
29699,2
29700,1
29701,3
29702,1
29703,1
29704,2
29705,2
29706,3
29707,2
29708,2
29709,2
29710,1
29711,1
29712,2
29713,1
29714,1
29715,2
29716,1
29717,1
29718,3
29719,2
29720,1
29721,1
29722,3
29723,2
29724,1
29725,2
29726,1
29727,1
29728,1
29729,1
29730,1
29731,1
29732,1
29733,1
29734,2
29735,3
29736,2
29737,2
29738,1
29739,3
29740,2
29741,2
29742,1
29743,1
29744,1
29745,1
29746,1
29747,1
29748,1
29749,1
29750,1
29751,1
29752,1
29753,3
29754,3
29755,1
29756,3
29757,1
29758,1
29759,2
29760,2
29761,1
29762,2
29763,1
29764,1
29765,1
29766,1
29767,2
29768,1
29769,1
29770,1
29771,1
29772,2
29773,3
29774,2
29775,1
29776,1
29777,3
29778,2
29779,3
29780,1
29781,1
29782,3
29783,2
29784,1
29785,1
29786,3
29787,1
29788,2
29789,1
29790,1
29791,2
29792,1
29793,1
29794,1
29795,1
29796,1
29797,1
29798,1
29799,1
29800,1
29801,1
29802,3
29803,1
29804,1
29805,1
29806,1
29807,1
29808,2
29809,3
29810,1
29811,1
29812,1
29813,1
29814,1
29815,1
29816,1
29817,1
29818,1
29819,2
29820,3
29821,2
29822,2
29823,2
29824,1
29825,1
29826,1
29827,3
29828,3
29829,1
29830,1
29831,1
29832,1
29833,1
29834,1
29835,1
29836,2
29837,3
29838,2
29839,3
29840,3
29841,1
29842,1
29843,2
29844,2
29845,2
29846,1
29847,1
29848,1
29849,1
29850,1
29851,1
29852,1
29853,3
29854,1
29855,1
29856,1
29857,3
29858,3
29859,3
29860,1
29861,3
29862,3
29863,1
29864,1
29865,3
29866,2
29867,2
29868,1
29869,2
29870,1
29871,1
29872,1
29873,1
29874,2
29875,1
29876,1
29877,3
29878,2
29879,3
29880,1
29881,3
29882,3
29883,1
29884,2
29885,2
29886,3
29887,3
29888,1
29889,1
29890,3
29891,3
29892,1
29893,1
29894,1
29895,1
29896,1
29897,1
29898,1
29899,1
29900,1
29901,3
29902,3
29903,1
29904,1
29905,1
29906,1
29907,3
29908,1
29909,3
29910,2
29911,3
29912,1
29913,1
29914,1
29915,1
29916,2
29917,2
29918,3
29919,3
29920,1
29921,1
29922,1
29923,1
29924,1
29925,1
29926,2
29927,1
29928,1
29929,1
29930,1
29931,1
29932,1
29933,3
29934,3
29935,1
29936,1
29937,3
29938,3
29939,3
29940,1
29941,3
29942,2
29943,1
29944,1
29945,1
29946,1
29947,1
29948,1
29949,1
29950,1
29951,1
29952,1
29953,1
29954,1
29955,1
29956,1
29957,1
29958,1
29959,1
29960,1
29961,1
29962,1
29963,1
29964,1
29965,1
29966,1
29967,1
29968,1
29969,2
29970,2
29971,2
29972,1
29973,3
29974,1
29975,2
29976,1
29977,2
29978,3
29979,2
29980,2
29981,2
29982,1
29983,1
29984,1
29985,3
29986,3
29987,3
29988,1
29989,1
29990,3
29991,2
29992,2
29993,3
29994,3
29995,3
29996,3
29997,1
29998,1
29999,1
30000,2
30001,1
30002,3
30003,3
30004,2
30005,3
30006,3
30007,1
30008,2
30009,3
30010,3
30011,2
30012,3
30013,1
30014,2
30015,1
30016,2
30017,1
30018,2
30019,2
30020,1
30021,1
30022,1
30023,1
30024,1
30025,1
30026,1
30027,1
30028,1
30029,3
30030,1
30031,2
30032,2
30033,2
30034,3
30035,2
30036,2
30037,2
30038,1
30039,1
30040,1
30041,1
30042,2
30043,1
30044,1
30045,2
30046,1
30047,1
30048,1
30049,1
30050,3
30051,1
30052,1
30053,1
30054,1
30055,1
30056,1
30057,2
30058,1
30059,1
30060,1
30061,3
30062,2
30063,2
30064,3
30065,3
30066,1
30067,3
30068,2
30069,1
30070,1
30071,1
30072,2
30073,3
30074,3
30075,2
30076,1
30077,1
30078,2
30079,1
30080,1
30081,1
30082,2
30083,2
30084,2
30085,2
30086,2
30087,1
30088,1
30089,1
30090,1
30091,3
30092,1
30093,1
30094,1
30095,1
30096,1
30097,1
30098,1
30099,1
30100,3
30101,3
30102,2
30103,1
30104,1
30105,2
30106,3
30107,1
30108,1
30109,1
30110,1
30111,2
30112,2
30113,1
30114,1
30115,1
30116,2
30117,1
30118,3
30119,1
30120,1
30121,1
30122,1
30123,1
30124,1
30125,3
30126,2
30127,1
30128,3
30129,3
30130,2
30131,2
30132,1
30133,2
30134,2
30135,2
30136,3
30137,3
30138,1
30139,1
30140,1
30141,2
30142,3
30143,2
30144,1
30145,1
30146,2
30147,1
30148,2
30149,2
30150,1
30151,1
30152,1
30153,2
30154,1
30155,2
30156,1
30157,1
30158,3
30159,2
30160,1
30161,1
30162,1
30163,1
30164,2
30165,3
30166,2
30167,2
30168,3
30169,2
30170,1
30171,1
30172,2
30173,2
30174,2
30175,2
30176,2
30177,3
30178,2
30179,3
30180,3
30181,3
30182,3
30183,2
30184,2
30185,2
30186,1
30187,2
30188,2
30189,1
30190,1
30191,1
30192,1
30193,3
30194,1
30195,3
30196,1
30197,1
30198,2
30199,1
30200,2
30201,1
30202,1
30203,3
30204,3
30205,1
30206,1
30207,1
30208,2
30209,1
30210,1
30211,2
30212,2
30213,2
30214,1
30215,1
30216,2
30217,1
30218,1
30219,1
30220,1
30221,1
30222,1
30223,1
30224,2
30225,1
30226,1
30227,1
30228,3
30229,2
30230,2
30231,1
30232,1
30233,1
30234,1
30235,1
30236,1
30237,1
30238,2
30239,1
30240,1
30241,1
30242,1
30243,2
30244,2
30245,3
30246,3
30247,2
30248,2
30249,3
30250,3
30251,1
30252,1
30253,1
30254,1
30255,1
30256,1
30257,1
30258,1
30259,3
30260,1
30261,1
30262,1
30263,1
30264,1
30265,3
30266,2
30267,2
30268,3
30269,3
30270,3
30271,2
30272,1
30273,2
30274,3
30275,2
30276,1
30277,1
30278,2
30279,3
30280,1
30281,1
30282,1
30283,1
30284,1
30285,1
30286,1
30287,2
30288,1
30289,1
30290,1
30291,1
30292,1
30293,1
30294,2
30295,1
30296,1
30297,1
30298,1
30299,2
30300,2
30301,1
30302,1
30303,1
30304,1
30305,1
30306,1
30307,1
30308,1
30309,1
30310,2
30311,1
30312,3
30313,1
30314,1
30315,1
30316,1
30317,1
30318,1
30319,1
30320,1
30321,1
30322,2
30323,1
30324,1
30325,1
30326,1
30327,1
30328,2
30329,1
30330,3
30331,1
30332,1
30333,1
30334,1
30335,2
30336,1
30337,1
30338,3
30339,1
30340,1
30341,1
30342,1
30343,1
30344,1
30345,1
30346,3
30347,1
30348,2
30349,2
30350,1
30351,1
30352,1
30353,1
30354,1
30355,1
30356,1
30357,1
30358,1
30359,1
30360,1
30361,1
30362,1
30363,1
30364,2
30365,1
30366,1
30367,1
30368,1
30369,2
30370,2
30371,3
30372,1
30373,1
30374,1
30375,1
30376,1
30377,1
30378,1
30379,1
30380,1
30381,1
30382,3
30383,1
30384,1
30385,1
30386,2
30387,2
30388,1
30389,2
30390,2
30391,1
30392,2
30393,2
30394,1
30395,1
30396,1
30397,1
30398,3
30399,2
30400,1
30401,3
30402,3
30403,3
30404,3
30405,1
30406,1
30407,1
30408,1
30409,1
30410,3
30411,3
30412,1
30413,1
30414,3
30415,1
30416,3
30417,1
30418,1
30419,1
30420,1
30421,1
30422,2
30423,2
30424,2
30425,2
30426,1
30427,1
30428,3
30429,3
30430,1
30431,2
30432,1
30433,1
30434,1
30435,1
30436,1
30437,1
30438,1
30439,3
30440,1
30441,1
30442,1
30443,1
30444,1
30445,2
30446,2
30447,1
30448,1
30449,1
30450,3
30451,1
30452,1
30453,1
30454,1
30455,2
30456,2
30457,1
30458,1
30459,3
30460,1
30461,2
30462,1
30463,3
30464,1
30465,1
30466,1
30467,1
30468,3
30469,1
30470,3
30471,2
30472,3
30473,3
30474,2
30475,1
30476,1
30477,1
30478,3
30479,1
30480,1
30481,1
30482,1
30483,1
30484,1
30485,1
30486,2
30487,1
30488,1
30489,1
30490,3
30491,1
30492,3
30493,3
30494,3
30495,1
30496,3
30497,3
30498,3
30499,3
30500,1
30501,1
30502,2
30503,1
30504,2
30505,1
30506,1
30507,1
30508,1
30509,1
30510,3
30511,1
30512,1
30513,1
30514,1
30515,2
30516,2
30517,2
30518,3
30519,3
30520,1
30521,1
30522,2
30523,3
30524,3
30525,2
30526,1
30527,1
30528,1
30529,3
30530,3
30531,1
30532,1
30533,1
30534,2
30535,2
30536,2
30537,1
30538,3
30539,3
30540,1
30541,2
30542,2
30543,1
30544,1
30545,1
30546,3
30547,1
30548,1
30549,1
30550,3
30551,1
30552,3
30553,3
30554,3
30555,3
30556,1
30557,1
30558,1
30559,1
30560,3
30561,3
30562,2
30563,3
30564,1
30565,1
30566,1
30567,1
30568,1
30569,1
30570,3
30571,1
30572,1
30573,2
30574,3
30575,1
30576,3
30577,1
30578,1
30579,1
30580,3
30581,1
30582,1
30583,3
30584,3
30585,1
30586,2
30587,1
30588,1
30589,1
30590,1
30591,1
30592,2
30593,1
30594,2
30595,1
30596,1
30597,2
30598,2
30599,1
30600,1
30601,1
30602,1
30603,1
30604,1
30605,2
30606,3
30607,3
30608,3
30609,2
30610,2
30611,3
30612,2
30613,2
30614,2
30615,3
30616,2
30617,1
30618,1
30619,1
30620,3
30621,1
30622,1
30623,1
30624,1
30625,3
30626,2
30627,1
30628,3
30629,3
30630,1
30631,1
30632,1
30633,1
30634,2
30635,1
30636,3
30637,1
30638,1
30639,3
30640,3
30641,1
30642,2
30643,1
30644,1
30645,1
30646,1
30647,2
30648,2
30649,1
30650,1
30651,2
30652,1
30653,1
30654,1
30655,3
30656,3
30657,2
30658,3
30659,3
30660,3
30661,1
30662,1
30663,1
30664,1
30665,3
30666,3
30667,1
30668,1
30669,1
30670,1
30671,1
30672,1
30673,1
30674,1
30675,1
30676,1
30677,1
30678,2
30679,3
30680,3
30681,2
30682,3
30683,2
30684,2
30685,1
30686,1
30687,1
30688,1
30689,1
30690,1
30691,3
30692,2
30693,1
30694,2
30695,1
30696,1
30697,2
30698,1
30699,1
30700,1
30701,2
30702,1
30703,1
30704,1
30705,2
30706,2
30707,1
30708,2
30709,2
30710,3
30711,2
30712,3
30713,1
30714,1
30715,1
30716,3
30717,3
30718,3
30719,2
30720,1
30721,3
30722,2
30723,3
30724,1
30725,1
30726,3
30727,3
30728,1
30729,1
30730,2
30731,1
30732,1
30733,1
30734,2
30735,1
30736,1
30737,1
30738,2
30739,1
30740,1
30741,1
30742,1
30743,1
30744,1
30745,1
30746,1
30747,3
30748,1
30749,1
30750,1
30751,1
30752,1
30753,3
30754,3
30755,2
30756,2
30757,1
30758,1
30759,3
30760,1
30761,1
30762,2
30763,3
30764,2
30765,2
30766,3
30767,1
30768,2
30769,2
30770,1
30771,1
30772,1
30773,1
30774,1
30775,1
30776,2
30777,2
30778,2
30779,1
30780,1
30781,1
30782,3
30783,3
30784,1
30785,1
30786,1
30787,1
30788,1
30789,1
30790,2
30791,3
30792,3
30793,2
30794,2
30795,2
30796,2
30797,1
30798,1
30799,2
30800,3
30801,3
30802,3
30803,1
30804,3
30805,1
30806,1
30807,2
30808,1
30809,1
30810,2
30811,1
30812,3
30813,3
30814,2
30815,1
30816,1
30817,3
30818,1
30819,1
30820,1
30821,1
30822,1
30823,2
30824,2
30825,2
30826,2
30827,3
30828,1
30829,1
30830,2
30831,3
30832,3
30833,3
30834,1
30835,3
30836,3
30837,1
30838,1
30839,1
30840,1
30841,1
30842,1
30843,1
30844,3
30845,1
30846,3
30847,1
30848,1
30849,3
30850,3
30851,1
30852,1
30853,1
30854,1
30855,2
30856,1
30857,1
30858,1
30859,1
30860,1
30861,1
30862,1
30863,3
30864,1
30865,3
30866,1
30867,1
30868,2
30869,2
30870,3
30871,3
30872,2
30873,1
30874,1
30875,1
30876,1
30877,2
30878,2
30879,3
30880,2
30881,2
30882,1
30883,1
30884,2
30885,2
30886,2
30887,2
30888,3
30889,3
30890,2
30891,2
30892,3
30893,1
30894,1
30895,1
30896,1
30897,1
30898,1
30899,1
30900,3
30901,1
30902,1
30903,1
30904,2
30905,1
30906,1
30907,1
30908,3
30909,1
30910,3
30911,3
30912,1
30913,3
30914,3
30915,1
30916,1
30917,2
30918,1
30919,1
30920,1
30921,3
30922,2
30923,2
30924,3
30925,2
30926,3
30927,1
30928,1
30929,3
30930,2
30931,3
30932,2
30933,2
30934,3
30935,1
30936,1
30937,3
30938,3
30939,3
30940,1
30941,2
30942,2
30943,1
30944,1
30945,1
30946,1
30947,1
30948,1
30949,1
30950,1
30951,1
30952,1
30953,1
30954,1
30955,1
30956,1
30957,2
30958,1
30959,1
30960,2
30961,2
30962,2
30963,1
30964,1
30965,1
30966,3
30967,1
30968,3
30969,1
30970,1
30971,1
30972,1
30973,3
30974,3
30975,2
30976,2
30977,1
30978,3
30979,1
30980,3
30981,1
30982,1
30983,3
30984,2
30985,2
30986,3
30987,3
30988,1
30989,1
30990,1
30991,1
30992,2
30993,1
30994,1
30995,1
30996,1
30997,2
30998,1
30999,1
31000,1
31001,3
31002,1
31003,1
31004,1
31005,1
31006,1
31007,1
31008,1
31009,1
31010,1
31011,3
31012,3
31013,3
31014,1
31015,1
31016,1
31017,2
31018,3
31019,1
31020,1
31021,3
31022,3
31023,2
31024,1
31025,1
31026,1
31027,2
31028,1
31029,1
31030,1
31031,1
31032,1
31033,2
31034,3
31035,1
31036,3
31037,1
31038,1
31039,1
31040,1
31041,1
31042,2
31043,1
31044,1
31045,3
31046,3
31047,3
31048,1
31049,1
31050,1
31051,2
31052,2
31053,2
31054,1
31055,2
31056,1
31057,1
31058,1
31059,1
31060,1
31061,3
31062,2
31063,1
31064,1
31065,1
31066,3
31067,1
31068,2
31069,2
31070,2
31071,1
31072,1
31073,1
31074,3
31075,2
31076,2
31077,2
31078,2
31079,2
31080,1
31081,3
31082,2
31083,2
31084,3
31085,3
31086,1
31087,1
31088,1
31089,1
31090,1
31091,1
31092,3
31093,1
31094,1
31095,3
31096,3
31097,3
31098,3
31099,3
31100,2
31101,1
31102,2
31103,1
31104,3
31105,1
31106,1
31107,1
31108,3
31109,1
31110,1
31111,3
31112,3
31113,1
31114,2
31115,1
31116,1
31117,1
31118,1
31119,2
31120,1
31121,3
31122,1
31123,2
31124,1
31125,1
31126,1
31127,1
31128,1
31129,2
31130,2
31131,3
31132,1
31133,3
31134,1
31135,1
31136,1
31137,3
31138,3
31139,3
31140,1
31141,3
31142,1
31143,1
31144,1
31145,1
31146,2
31147,2
31148,1
31149,1
31150,2
31151,2
31152,2
31153,1
31154,1
31155,1
31156,2
31157,1
31158,3
31159,1
31160,1
31161,1
31162,1
31163,1
31164,1
31165,1
31166,2
31167,2
31168,1
31169,1
31170,2
31171,1
31172,1
31173,1
31174,1
31175,2
31176,2
31177,3
31178,1
31179,1
31180,1
31181,1
31182,1
31183,2
31184,2
31185,2
31186,2
31187,3
31188,2
31189,1
31190,1
31191,1
31192,1
31193,1
31194,1
31195,2
31196,2
31197,2
31198,3
31199,3
31200,3
31201,3
31202,1
31203,2
31204,1
31205,1
31206,1
31207,1
31208,1
31209,1
31210,1
31211,2
31212,1
31213,2
31214,3
31215,1
31216,1
31217,1
31218,1
31219,2
31220,2
31221,3
31222,3
31223,1
31224,3
31225,1
31226,1
31227,2
31228,1
31229,1
31230,2
31231,3
31232,1
31233,1
31234,1
31235,1
31236,1
31237,2
31238,3
31239,3
31240,3
31241,1
31242,1
31243,1
31244,1
31245,1
31246,1
31247,1
31248,3
