,class
28355,GALAXY
28356,GALAXY
28357,STAR
28358,GALAXY
28359,GALAXY
28360,GALAXY
28361,GALAXY
28362,GALAXY
28363,GALAXY
28364,GALAXY
28365,GALAXY
28366,QSO
28367,QSO
28368,QSO
28369,QSO
28370,QSO
28371,GALAXY
28372,STAR
28373,QSO
28374,STAR
28375,QSO
28376,STAR
28377,GALAXY
28378,GALAXY
28379,QSO
28380,GALAXY
28381,GALAXY
28382,GALAXY
28383,GALAXY
28384,GALAXY
28385,GALAXY
28386,GALAXY
28387,STAR
28388,GALAXY
28389,GALAXY
28390,QSO
28391,STAR
28392,STAR
28393,STAR
28394,QSO
28395,QSO
28396,GALAXY
28397,STAR
28398,STAR
28399,GALAXY
28400,STAR
28401,GALAXY
28402,GALAXY
28403,GALAXY
28404,STAR
28405,GALAXY
28406,GALAXY
28407,GALAXY
28408,GALAXY
28409,GALAXY
28410,STAR
28411,GALAXY
28412,GALAXY
28413,GALAXY
28414,STAR
28415,STAR
28416,STAR
28417,GALAXY
28418,STAR
28419,GALAXY
28420,QSO
28421,QSO
28422,STAR
28423,STAR
28424,STAR
28425,STAR
28426,GALAXY
28427,GALAXY
28428,GALAXY
28429,QSO
28430,QSO
28431,QSO
28432,STAR
28433,GALAXY
28434,STAR
28435,GALAXY
28436,STAR
28437,GALAXY
28438,STAR
28439,GALAXY
28440,GALAXY
28441,GALAXY
28442,GALAXY
28443,GALAXY
28444,STAR
28445,GALAXY
28446,GALAXY
28447,GALAXY
28448,GALAXY
28449,GALAXY
28450,GALAXY
28451,QSO
28452,GALAXY
28453,GALAXY
28454,GALAXY
28455,GALAXY
28456,GALAXY
28457,GALAXY
28458,GALAXY
28459,QSO
28460,STAR
28461,STAR
28462,GALAXY
28463,GALAXY
28464,GALAXY
28465,QSO
28466,QSO
28467,GALAXY
28468,GALAXY
28469,GALAXY
28470,GALAXY
28471,GALAXY
28472,GALAXY
28473,STAR
28474,GALAXY
28475,GALAXY
28476,QSO
28477,STAR
28478,STAR
28479,GALAXY
28480,GALAXY
28481,GALAXY
28482,GALAXY
28483,GALAXY
28484,QSO
28485,QSO
28486,STAR
28487,STAR
28488,QSO
28489,QSO
28490,GALAXY
28491,GALAXY
28492,GALAXY
28493,GALAXY
28494,QSO
28495,STAR
28496,QSO
28497,GALAXY
28498,STAR
28499,QSO
28500,STAR
28501,STAR
28502,GALAXY
28503,STAR
28504,GALAXY
28505,GALAXY
28506,GALAXY
28507,GALAXY
28508,QSO
28509,GALAXY
28510,GALAXY
28511,GALAXY
28512,GALAXY
28513,QSO
28514,STAR
28515,STAR
28516,GALAXY
28517,GALAXY
28518,GALAXY
28519,STAR
28520,STAR
28521,GALAXY
28522,GALAXY
28523,GALAXY
28524,STAR
28525,STAR
28526,QSO
28527,QSO
28528,QSO
28529,QSO
28530,GALAXY
28531,GALAXY
28532,QSO
28533,QSO
28534,QSO
28535,STAR
28536,STAR
28537,GALAXY
28538,GALAXY
28539,GALAXY
28540,GALAXY
28541,GALAXY
28542,GALAXY
28543,GALAXY
28544,GALAXY
28545,GALAXY
28546,GALAXY
28547,GALAXY
28548,GALAXY
28549,GALAXY
28550,GALAXY
28551,GALAXY
28552,GALAXY
28553,STAR
28554,QSO
28555,QSO
28556,GALAXY
28557,GALAXY
28558,STAR
28559,GALAXY
28560,STAR
28561,QSO
28562,GALAXY
28563,QSO
28564,QSO
28565,STAR
28566,QSO
28567,GALAXY
28568,GALAXY
28569,QSO
28570,QSO
28571,QSO
28572,QSO
28573,QSO
28574,QSO
28575,STAR
28576,STAR
28577,GALAXY
28578,GALAXY
28579,GALAXY
28580,GALAXY
28581,GALAXY
28582,GALAXY
28583,GALAXY
28584,GALAXY
28585,GALAXY
28586,GALAXY
28587,GALAXY
28588,STAR
28589,QSO
28590,GALAXY
28591,GALAXY
28592,QSO
28593,GALAXY
28594,GALAXY
28595,STAR
28596,QSO
28597,QSO
28598,GALAXY
28599,QSO
28600,GALAXY
28601,GALAXY
28602,GALAXY
28603,QSO
28604,GALAXY
28605,STAR
28606,GALAXY
28607,QSO
28608,GALAXY
28609,GALAXY
28610,STAR
28611,GALAXY
28612,STAR
28613,GALAXY
28614,GALAXY
28615,GALAXY
28616,GALAXY
28617,GALAXY
28618,STAR
28619,GALAXY
28620,STAR
28621,QSO
28622,GALAXY
28623,GALAXY
28624,QSO
28625,QSO
28626,QSO
28627,GALAXY
28628,GALAXY
28629,STAR
28630,GALAXY
28631,GALAXY
28632,GALAXY
28633,GALAXY
28634,GALAXY
28635,GALAXY
28636,QSO
28637,QSO
28638,GALAXY
28639,QSO
28640,GALAXY
28641,GALAXY
28642,STAR
28643,GALAXY
28644,GALAXY
28645,GALAXY
28646,GALAXY
28647,GALAXY
28648,GALAXY
28649,STAR
28650,GALAXY
28651,STAR
28652,QSO
28653,GALAXY
28654,STAR
28655,STAR
28656,QSO
28657,GALAXY
28658,GALAXY
28659,GALAXY
28660,STAR
28661,STAR
28662,QSO
28663,GALAXY
28664,GALAXY
28665,QSO
28666,STAR
28667,QSO
28668,GALAXY
28669,STAR
28670,GALAXY
28671,GALAXY
28672,GALAXY
28673,GALAXY
28674,STAR
28675,QSO
28676,QSO
28677,QSO
28678,QSO
28679,QSO
28680,STAR
28681,STAR
28682,STAR
28683,STAR
28684,QSO
28685,GALAXY
28686,GALAXY
28687,GALAXY
28688,GALAXY
28689,QSO
28690,GALAXY
28691,GALAXY
28692,GALAXY
28693,GALAXY
28694,GALAXY
28695,GALAXY
28696,QSO
28697,GALAXY
28698,GALAXY
28699,GALAXY
28700,GALAXY
28701,GALAXY
28702,QSO
28703,GALAXY
28704,STAR
28705,GALAXY
28706,STAR
28707,STAR
28708,STAR
28709,QSO
28710,GALAXY
28711,GALAXY
28712,GALAXY
28713,GALAXY
28714,GALAXY
28715,QSO
28716,STAR
28717,GALAXY
28718,GALAXY
28719,GALAXY
28720,STAR
28721,QSO
28722,GALAXY
28723,GALAXY
28724,GALAXY
28725,GALAXY
28726,GALAXY
28727,QSO
28728,STAR
28729,GALAXY
28730,STAR
28731,STAR
28732,STAR
28733,GALAXY
28734,GALAXY
28735,QSO
28736,GALAXY
28737,GALAXY
28738,STAR
28739,GALAXY
28740,STAR
28741,GALAXY
28742,GALAXY
28743,STAR
28744,QSO
28745,GALAXY
28746,QSO
28747,QSO
28748,STAR
28749,QSO
28750,QSO
28751,GALAXY
28752,STAR
28753,STAR
28754,QSO
28755,STAR
28756,QSO
28757,GALAXY
28758,STAR
28759,GALAXY
28760,QSO
28761,QSO
28762,STAR
28763,QSO
28764,GALAXY
28765,GALAXY
28766,GALAXY
28767,QSO
28768,STAR
28769,GALAXY
28770,STAR
28771,GALAXY
28772,GALAXY
28773,GALAXY
28774,GALAXY
28775,STAR
28776,GALAXY
28777,GALAXY
28778,GALAXY
28779,GALAXY
28780,GALAXY
28781,GALAXY
28782,GALAXY
28783,QSO
28784,GALAXY
28785,GALAXY
28786,GALAXY
28787,GALAXY
28788,GALAXY
28789,GALAXY
28790,GALAXY
28791,STAR
28792,STAR
28793,GALAXY
28794,QSO
28795,STAR
28796,GALAXY
28797,GALAXY
28798,GALAXY
28799,GALAXY
28800,STAR
28801,STAR
28802,STAR
28803,STAR
28804,STAR
28805,STAR
28806,GALAXY
28807,GALAXY
28808,QSO
28809,QSO
28810,QSO
28811,STAR
28812,QSO
28813,QSO
28814,GALAXY
28815,GALAXY
28816,GALAXY
28817,GALAXY
28818,GALAXY
28819,GALAXY
28820,GALAXY
28821,GALAXY
28822,GALAXY
28823,GALAXY
28824,GALAXY
28825,STAR
28826,GALAXY
28827,GALAXY
28828,GALAXY
28829,GALAXY
28830,QSO
28831,STAR
28832,GALAXY
28833,GALAXY
28834,GALAXY
28835,GALAXY
28836,GALAXY
28837,GALAXY
28838,GALAXY
28839,QSO
28840,GALAXY
28841,STAR
28842,GALAXY
28843,GALAXY
28844,GALAXY
28845,GALAXY
28846,GALAXY
28847,GALAXY
28848,GALAXY
28849,GALAXY
28850,GALAXY
28851,QSO
28852,QSO
28853,QSO
28854,QSO
28855,QSO
28856,QSO
28857,GALAXY
28858,GALAXY
28859,GALAXY
28860,STAR
28861,QSO
28862,QSO
28863,GALAXY
28864,GALAXY
28865,STAR
28866,STAR
28867,GALAXY
28868,QSO
28869,GALAXY
28870,GALAXY
28871,GALAXY
28872,STAR
28873,QSO
28874,GALAXY
28875,GALAXY
28876,GALAXY
28877,GALAXY
28878,GALAXY
28879,GALAXY
28880,GALAXY
28881,GALAXY
28882,STAR
28883,GALAXY
28884,GALAXY
28885,GALAXY
28886,QSO
28887,GALAXY
28888,GALAXY
28889,STAR
28890,QSO
28891,STAR
28892,GALAXY
28893,QSO
28894,QSO
28895,QSO
28896,STAR
28897,STAR
28898,GALAXY
28899,STAR
28900,STAR
28901,GALAXY
28902,GALAXY
28903,GALAXY
28904,GALAXY
28905,QSO
28906,GALAXY
28907,QSO
28908,GALAXY
28909,QSO
28910,GALAXY
28911,QSO
28912,GALAXY
28913,GALAXY
28914,GALAXY
28915,GALAXY
28916,GALAXY
28917,GALAXY
28918,QSO
28919,GALAXY
28920,GALAXY
28921,GALAXY
28922,STAR
28923,QSO
28924,GALAXY
28925,GALAXY
28926,QSO
28927,GALAXY
28928,GALAXY
28929,GALAXY
28930,QSO
28931,QSO
28932,GALAXY
28933,GALAXY
28934,GALAXY
28935,GALAXY
28936,STAR
28937,GALAXY
28938,GALAXY
28939,QSO
28940,QSO
28941,STAR
28942,QSO
28943,GALAXY
28944,GALAXY
28945,GALAXY
28946,GALAXY
28947,STAR
28948,GALAXY
28949,GALAXY
28950,GALAXY
28951,GALAXY
28952,GALAXY
28953,GALAXY
28954,QSO
28955,STAR
28956,STAR
28957,QSO
28958,QSO
28959,GALAXY
28960,STAR
28961,GALAXY
28962,STAR
28963,GALAXY
28964,QSO
28965,GALAXY
28966,QSO
28967,QSO
28968,QSO
28969,GALAXY
28970,GALAXY
28971,GALAXY
28972,QSO
28973,STAR
28974,STAR
28975,STAR
28976,GALAXY
28977,GALAXY
28978,GALAXY
28979,GALAXY
28980,QSO
28981,GALAXY
28982,GALAXY
28983,GALAXY
28984,GALAXY
28985,GALAXY
28986,GALAXY
28987,GALAXY
28988,GALAXY
28989,GALAXY
28990,GALAXY
28991,GALAXY
28992,GALAXY
28993,GALAXY
28994,QSO
28995,GALAXY
28996,GALAXY
28997,GALAXY
28998,STAR
28999,STAR
29000,GALAXY
29001,GALAXY
29002,GALAXY
29003,QSO
29004,STAR
29005,STAR
29006,QSO
29007,QSO
29008,GALAXY
29009,GALAXY
29010,QSO
29011,GALAXY
29012,GALAXY
29013,GALAXY
29014,QSO
29015,QSO
29016,GALAXY
29017,STAR
29018,GALAXY
29019,QSO
29020,STAR
29021,GALAXY
29022,GALAXY
29023,GALAXY
29024,GALAXY
29025,QSO
29026,GALAXY
29027,GALAXY
29028,GALAXY
29029,GALAXY
29030,STAR
29031,GALAXY
29032,GALAXY
29033,STAR
29034,GALAXY
29035,STAR
29036,QSO
29037,QSO
29038,QSO
29039,STAR
29040,QSO
29041,QSO
29042,GALAXY
29043,GALAXY
29044,STAR
29045,GALAXY
29046,GALAXY
29047,GALAXY
29048,GALAXY
29049,GALAXY
29050,QSO
29051,QSO
29052,QSO
29053,GALAXY
29054,GALAXY
29055,GALAXY
29056,GALAXY
29057,STAR
29058,GALAXY
29059,GALAXY
29060,STAR
29061,QSO
29062,GALAXY
29063,GALAXY
29064,GALAXY
29065,STAR
29066,GALAXY
29067,GALAXY
29068,QSO
29069,STAR
29070,GALAXY
29071,GALAXY
29072,GALAXY
29073,GALAXY
29074,GALAXY
29075,STAR
29076,STAR
29077,GALAXY
29078,GALAXY
29079,STAR
29080,STAR
29081,GALAXY
29082,GALAXY
29083,STAR
29084,QSO
29085,GALAXY
29086,QSO
29087,GALAXY
29088,GALAXY
29089,GALAXY
29090,GALAXY
29091,GALAXY
29092,QSO
29093,GALAXY
29094,GALAXY
29095,STAR
29096,GALAXY
29097,QSO
29098,STAR
29099,GALAXY
29100,QSO
29101,QSO
29102,QSO
29103,STAR
29104,QSO
29105,GALAXY
29106,GALAXY
29107,STAR
29108,STAR
29109,QSO
29110,STAR
29111,STAR
29112,GALAXY
29113,QSO
29114,GALAXY
29115,GALAXY
29116,QSO
29117,QSO
29118,GALAXY
29119,GALAXY
29120,GALAXY
29121,GALAXY
29122,GALAXY
29123,GALAXY
29124,GALAXY
29125,GALAXY
29126,GALAXY
29127,GALAXY
29128,GALAXY
29129,GALAXY
29130,QSO
29131,GALAXY
29132,GALAXY
29133,QSO
29134,GALAXY
29135,GALAXY
29136,QSO
29137,GALAXY
29138,GALAXY
29139,GALAXY
29140,GALAXY
29141,GALAXY
29142,STAR
29143,GALAXY
29144,STAR
29145,GALAXY
29146,GALAXY
29147,STAR
29148,GALAXY
29149,GALAXY
29150,GALAXY
29151,GALAXY
29152,QSO
29153,QSO
29154,GALAXY
29155,GALAXY
29156,GALAXY
29157,GALAXY
29158,GALAXY
29159,STAR
29160,GALAXY
29161,GALAXY
29162,GALAXY
29163,GALAXY
29164,GALAXY
29165,GALAXY
29166,STAR
29167,QSO
29168,STAR
29169,GALAXY
29170,STAR
29171,QSO
29172,QSO
29173,QSO
29174,GALAXY
29175,GALAXY
29176,STAR
29177,GALAXY
29178,QSO
29179,STAR
29180,GALAXY
29181,GALAXY
29182,GALAXY
29183,GALAXY
29184,STAR
29185,GALAXY
29186,GALAXY
29187,STAR
29188,GALAXY
29189,GALAXY
29190,GALAXY
29191,GALAXY
29192,QSO
29193,GALAXY
29194,GALAXY
29195,STAR
29196,QSO
29197,STAR
29198,GALAXY
29199,GALAXY
29200,GALAXY
29201,GALAXY
29202,GALAXY
29203,QSO
29204,GALAXY
29205,GALAXY
29206,GALAXY
29207,QSO
29208,QSO
29209,GALAXY
29210,GALAXY
29211,STAR
29212,GALAXY
29213,GALAXY
29214,GALAXY
29215,STAR
29216,GALAXY
29217,GALAXY
29218,STAR
29219,STAR
29220,QSO
29221,QSO
29222,QSO
29223,QSO
29224,GALAXY
29225,STAR
29226,GALAXY
29227,GALAXY
29228,GALAXY
29229,GALAXY
29230,GALAXY
29231,GALAXY
29232,GALAXY
29233,GALAXY
29234,GALAXY
29235,QSO
29236,QSO
29237,QSO
29238,GALAXY
29239,GALAXY
29240,GALAXY
29241,GALAXY
29242,GALAXY
29243,GALAXY
29244,GALAXY
29245,GALAXY
29246,QSO
29247,GALAXY
29248,QSO
29249,GALAXY
29250,GALAXY
29251,GALAXY
29252,GALAXY
29253,QSO
29254,STAR
29255,GALAXY
29256,QSO
29257,STAR
29258,STAR
29259,STAR
29260,GALAXY
29261,GALAXY
29262,GALAXY
29263,GALAXY
29264,STAR
29265,GALAXY
29266,GALAXY
29267,QSO
29268,GALAXY
29269,GALAXY
29270,QSO
29271,GALAXY
29272,GALAXY
29273,GALAXY
29274,QSO
29275,STAR
29276,GALAXY
29277,GALAXY
29278,GALAXY
29279,GALAXY
29280,QSO
29281,GALAXY
29282,QSO
29283,QSO
29284,STAR
29285,GALAXY
29286,STAR
29287,GALAXY
29288,GALAXY
29289,QSO
29290,GALAXY
29291,GALAXY
29292,GALAXY
29293,GALAXY
29294,STAR
29295,GALAXY
29296,QSO
29297,GALAXY
29298,GALAXY
29299,STAR
29300,STAR
29301,QSO
29302,QSO
29303,GALAXY
29304,STAR
29305,GALAXY
29306,GALAXY
29307,STAR
29308,QSO
29309,STAR
29310,STAR
29311,QSO
29312,GALAXY
29313,GALAXY
29314,GALAXY
29315,GALAXY
29316,GALAXY
29317,GALAXY
29318,GALAXY
29319,GALAXY
29320,GALAXY
29321,GALAXY
29322,STAR
29323,GALAXY
29324,STAR
29325,QSO
29326,STAR
29327,STAR
29328,GALAXY
29329,QSO
29330,GALAXY
29331,GALAXY
29332,GALAXY
29333,GALAXY
29334,GALAXY
29335,GALAXY
29336,GALAXY
29337,GALAXY
29338,GALAXY
29339,GALAXY
29340,GALAXY
29341,QSO
29342,GALAXY
29343,STAR
29344,GALAXY
29345,GALAXY
29346,GALAXY
29347,STAR
29348,GALAXY
29349,QSO
29350,GALAXY
29351,QSO
29352,STAR
29353,STAR
29354,GALAXY
29355,QSO
29356,STAR
29357,QSO
29358,GALAXY
29359,QSO
29360,GALAXY
29361,GALAXY
29362,STAR
29363,GALAXY
29364,GALAXY
29365,GALAXY
29366,STAR
29367,GALAXY
29368,QSO
29369,QSO
29370,GALAXY
29371,QSO
29372,GALAXY
29373,GALAXY
29374,STAR
29375,GALAXY
29376,GALAXY
29377,GALAXY
29378,STAR
29379,STAR
29380,GALAXY
29381,GALAXY
29382,GALAXY
29383,GALAXY
29384,QSO
29385,STAR
29386,STAR
29387,GALAXY
29388,GALAXY
29389,STAR
29390,GALAXY
29391,GALAXY
29392,QSO
29393,STAR
29394,GALAXY
29395,GALAXY
29396,GALAXY
29397,GALAXY
29398,GALAXY
29399,GALAXY
29400,STAR
29401,QSO
29402,GALAXY
29403,GALAXY
29404,QSO
29405,GALAXY
29406,GALAXY
29407,GALAXY
29408,GALAXY
29409,GALAXY
29410,QSO
29411,GALAXY
29412,GALAXY
29413,QSO
29414,GALAXY
29415,QSO
29416,GALAXY
29417,GALAXY
29418,GALAXY
29419,GALAXY
29420,GALAXY
29421,GALAXY
29422,GALAXY
29423,STAR
29424,GALAXY
29425,STAR
29426,GALAXY
29427,GALAXY
29428,GALAXY
29429,GALAXY
29430,QSO
29431,GALAXY
29432,QSO
29433,GALAXY
29434,GALAXY
29435,GALAXY
29436,GALAXY
29437,QSO
29438,QSO
29439,GALAXY
29440,STAR
29441,QSO
29442,STAR
29443,GALAXY
29444,GALAXY
29445,GALAXY
29446,GALAXY
29447,GALAXY
29448,GALAXY
29449,GALAXY
29450,STAR
29451,QSO
29452,GALAXY
29453,GALAXY
29454,GALAXY
29455,STAR
29456,QSO
29457,STAR
29458,GALAXY
29459,GALAXY
29460,QSO
29461,STAR
29462,GALAXY
29463,STAR
29464,GALAXY
29465,GALAXY
29466,GALAXY
29467,GALAXY
29468,GALAXY
29469,STAR
29470,QSO
29471,QSO
29472,GALAXY
29473,GALAXY
29474,GALAXY
29475,GALAXY
29476,GALAXY
29477,GALAXY
29478,GALAXY
29479,GALAXY
29480,GALAXY
29481,GALAXY
29482,STAR
29483,STAR
29484,GALAXY
29485,GALAXY
29486,GALAXY
29487,GALAXY
29488,GALAXY
29489,GALAXY
29490,GALAXY
29491,STAR
29492,GALAXY
29493,QSO
29494,QSO
29495,STAR
29496,STAR
29497,STAR
29498,QSO
29499,QSO
29500,STAR
29501,STAR
29502,QSO
29503,STAR
29504,GALAXY
29505,GALAXY
29506,QSO
29507,QSO
29508,GALAXY
29509,GALAXY
29510,STAR
29511,GALAXY
29512,QSO
29513,STAR
29514,STAR
29515,GALAXY
29516,QSO
29517,GALAXY
29518,QSO
29519,GALAXY
29520,GALAXY
29521,GALAXY
29522,GALAXY
29523,GALAXY
29524,GALAXY
29525,GALAXY
29526,QSO
29527,QSO
29528,GALAXY
29529,GALAXY
29530,QSO
29531,STAR
29532,GALAXY
29533,QSO
29534,GALAXY
29535,GALAXY
29536,GALAXY
29537,GALAXY
29538,GALAXY
29539,GALAXY
29540,QSO
29541,GALAXY
29542,QSO
29543,GALAXY
29544,GALAXY
29545,QSO
29546,GALAXY
29547,STAR
29548,QSO
29549,STAR
29550,STAR
29551,QSO
29552,STAR
29553,GALAXY
29554,STAR
29555,STAR
29556,GALAXY
29557,STAR
29558,GALAXY
29559,GALAXY
29560,GALAXY
29561,GALAXY
29562,GALAXY
29563,GALAXY
29564,GALAXY
29565,GALAXY
29566,QSO
29567,STAR
29568,STAR
29569,GALAXY
29570,GALAXY
29571,STAR
29572,QSO
29573,GALAXY
29574,GALAXY
29575,GALAXY
29576,GALAXY
29577,GALAXY
29578,GALAXY
29579,STAR
29580,QSO
29581,GALAXY
29582,GALAXY
29583,GALAXY
29584,GALAXY
29585,GALAXY
29586,STAR
29587,GALAXY
29588,GALAXY
29589,GALAXY
29590,GALAXY
29591,GALAXY
29592,GALAXY
29593,GALAXY
29594,QSO
29595,GALAXY
29596,GALAXY
29597,STAR
29598,GALAXY
29599,STAR
29600,GALAXY
29601,GALAXY
29602,GALAXY
29603,GALAXY
29604,GALAXY
29605,GALAXY
29606,GALAXY
29607,GALAXY
29608,GALAXY
29609,QSO
29610,STAR
29611,QSO
29612,STAR
29613,GALAXY
29614,STAR
29615,QSO
29616,GALAXY
29617,GALAXY
29618,GALAXY
29619,GALAXY
29620,GALAXY
29621,GALAXY
29622,GALAXY
29623,GALAXY
29624,GALAXY
29625,GALAXY
29626,GALAXY
29627,GALAXY
29628,STAR
29629,GALAXY
29630,GALAXY
29631,STAR
29632,GALAXY
29633,GALAXY
29634,GALAXY
29635,QSO
29636,QSO
29637,GALAXY
29638,STAR
29639,STAR
29640,QSO
29641,GALAXY
29642,STAR
29643,STAR
29644,QSO
29645,GALAXY
29646,QSO
29647,GALAXY
29648,GALAXY
29649,QSO
29650,QSO
29651,GALAXY
29652,GALAXY
29653,GALAXY
29654,GALAXY
29655,QSO
29656,QSO
29657,QSO
29658,GALAXY
29659,GALAXY
29660,STAR
29661,STAR
29662,QSO
29663,QSO
29664,GALAXY
29665,STAR
29666,GALAXY
29667,GALAXY
29668,GALAXY
29669,QSO
29670,GALAXY
29671,GALAXY
29672,GALAXY
29673,QSO
29674,QSO
29675,GALAXY
29676,GALAXY
29677,GALAXY
29678,GALAXY
29679,GALAXY
29680,STAR
29681,GALAXY
29682,GALAXY
29683,GALAXY
29684,STAR
29685,GALAXY
29686,GALAXY
29687,GALAXY
29688,GALAXY
29689,GALAXY
29690,GALAXY
29691,GALAXY
29692,GALAXY
29693,GALAXY
29694,STAR
29695,GALAXY
29696,GALAXY
29697,GALAXY
29698,GALAXY
29699,QSO
29700,GALAXY
29701,STAR
29702,GALAXY
29703,GALAXY
29704,QSO
29705,QSO
29706,STAR
29707,QSO
29708,QSO
29709,QSO
29710,GALAXY
29711,GALAXY
29712,QSO
29713,GALAXY
29714,GALAXY
29715,QSO
29716,GALAXY
29717,GALAXY
29718,STAR
29719,QSO
29720,GALAXY
29721,GALAXY
29722,STAR
29723,QSO
29724,GALAXY
29725,QSO
29726,GALAXY
29727,GALAXY
29728,GALAXY
29729,GALAXY
29730,GALAXY
29731,GALAXY
29732,GALAXY
29733,GALAXY
29734,QSO
29735,STAR
29736,QSO
29737,QSO
29738,GALAXY
29739,STAR
29740,QSO
29741,QSO
29742,GALAXY
29743,GALAXY
29744,GALAXY
29745,GALAXY
29746,GALAXY
29747,GALAXY
29748,GALAXY
29749,GALAXY
29750,GALAXY
29751,GALAXY
29752,GALAXY
29753,STAR
29754,STAR
29755,GALAXY
29756,STAR
29757,GALAXY
29758,GALAXY
29759,QSO
29760,QSO
29761,GALAXY
29762,QSO
29763,GALAXY
29764,GALAXY
29765,GALAXY
29766,GALAXY
29767,QSO
29768,GALAXY
29769,GALAXY
29770,GALAXY
29771,GALAXY
29772,QSO
29773,STAR
29774,QSO
29775,GALAXY
29776,GALAXY
29777,STAR
29778,QSO
29779,STAR
29780,GALAXY
29781,GALAXY
29782,STAR
29783,QSO
29784,GALAXY
29785,GALAXY
29786,STAR
29787,GALAXY
29788,QSO
29789,GALAXY
29790,GALAXY
29791,QSO
29792,GALAXY
29793,GALAXY
29794,GALAXY
29795,GALAXY
29796,GALAXY
29797,GALAXY
29798,GALAXY
29799,GALAXY
29800,GALAXY
29801,GALAXY
29802,STAR
29803,GALAXY
29804,GALAXY
29805,GALAXY
29806,GALAXY
29807,GALAXY
29808,QSO
29809,STAR
29810,GALAXY
29811,GALAXY
29812,GALAXY
29813,GALAXY
29814,GALAXY
29815,GALAXY
29816,GALAXY
29817,GALAXY
29818,GALAXY
29819,QSO
29820,STAR
29821,QSO
29822,QSO
29823,QSO
29824,GALAXY
29825,GALAXY
29826,GALAXY
29827,STAR
29828,STAR
29829,GALAXY
29830,GALAXY
29831,GALAXY
29832,GALAXY
29833,GALAXY
29834,GALAXY
29835,GALAXY
29836,QSO
29837,STAR
29838,QSO
29839,STAR
29840,STAR
29841,GALAXY
29842,GALAXY
29843,QSO
29844,QSO
29845,QSO
29846,GALAXY
29847,GALAXY
29848,GALAXY
29849,GALAXY
29850,GALAXY
29851,GALAXY
29852,GALAXY
29853,STAR
29854,GALAXY
29855,GALAXY
29856,GALAXY
29857,STAR
29858,STAR
29859,STAR
29860,GALAXY
29861,STAR
29862,STAR
29863,GALAXY
29864,GALAXY
29865,STAR
29866,QSO
29867,QSO
29868,GALAXY
29869,QSO
29870,GALAXY
29871,GALAXY
29872,GALAXY
29873,GALAXY
29874,QSO
29875,GALAXY
29876,GALAXY
29877,STAR
29878,QSO
29879,STAR
29880,GALAXY
29881,STAR
29882,STAR
29883,GALAXY
29884,QSO
29885,QSO
29886,STAR
29887,STAR
29888,GALAXY
29889,GALAXY
29890,STAR
29891,STAR
29892,GALAXY
29893,GALAXY
29894,GALAXY
29895,GALAXY
29896,GALAXY
29897,GALAXY
29898,GALAXY
29899,GALAXY
29900,GALAXY
29901,STAR
29902,STAR
29903,GALAXY
29904,GALAXY
29905,GALAXY
29906,GALAXY
29907,STAR
29908,GALAXY
29909,STAR
29910,QSO
29911,STAR
29912,GALAXY
29913,GALAXY
29914,GALAXY
29915,GALAXY
29916,QSO
29917,QSO
29918,STAR
29919,STAR
29920,GALAXY
29921,GALAXY
29922,GALAXY
29923,GALAXY
29924,GALAXY
29925,GALAXY
29926,QSO
29927,GALAXY
29928,GALAXY
29929,GALAXY
29930,GALAXY
29931,GALAXY
29932,GALAXY
29933,STAR
29934,STAR
29935,GALAXY
29936,GALAXY
29937,STAR
29938,STAR
29939,STAR
29940,GALAXY
29941,STAR
29942,QSO
29943,GALAXY
29944,GALAXY
29945,GALAXY
29946,GALAXY
29947,GALAXY
29948,GALAXY
29949,GALAXY
29950,GALAXY
29951,GALAXY
29952,GALAXY
29953,GALAXY
29954,GALAXY
29955,GALAXY
29956,GALAXY
29957,GALAXY
29958,GALAXY
29959,GALAXY
29960,GALAXY
29961,GALAXY
29962,GALAXY
29963,GALAXY
29964,GALAXY
29965,GALAXY
29966,GALAXY
29967,GALAXY
29968,GALAXY
29969,QSO
29970,QSO
29971,QSO
29972,GALAXY
29973,STAR
29974,GALAXY
29975,QSO
29976,GALAXY
29977,QSO
29978,STAR
29979,QSO
29980,QSO
29981,QSO
29982,GALAXY
29983,GALAXY
29984,GALAXY
29985,STAR
29986,STAR
29987,STAR
29988,GALAXY
29989,GALAXY
29990,STAR
29991,QSO
29992,QSO
29993,STAR
29994,STAR
29995,STAR
29996,STAR
29997,GALAXY
29998,GALAXY
29999,GALAXY
30000,QSO
30001,GALAXY
30002,STAR
30003,STAR
30004,QSO
30005,STAR
30006,STAR
30007,GALAXY
30008,QSO
30009,STAR
30010,STAR
30011,QSO
30012,STAR
30013,GALAXY
30014,QSO
30015,GALAXY
30016,QSO
30017,GALAXY
30018,QSO
30019,QSO
30020,GALAXY
30021,GALAXY
30022,GALAXY
30023,GALAXY
30024,GALAXY
30025,GALAXY
30026,GALAXY
30027,GALAXY
30028,GALAXY
30029,STAR
30030,GALAXY
30031,QSO
30032,QSO
30033,QSO
30034,STAR
30035,QSO
30036,QSO
30037,QSO
30038,GALAXY
30039,GALAXY
30040,GALAXY
30041,GALAXY
30042,QSO
30043,GALAXY
30044,GALAXY
30045,QSO
30046,GALAXY
30047,GALAXY
30048,GALAXY
30049,GALAXY
30050,STAR
30051,GALAXY
30052,GALAXY
30053,GALAXY
30054,GALAXY
30055,GALAXY
30056,GALAXY
30057,QSO
30058,GALAXY
30059,GALAXY
30060,GALAXY
30061,STAR
